net,length_um
_00669_,3.34
_00731_,3.34
_00745_,3.34
_00857_,3.34
_01092_,3.34
_01113_,3.34
_01123_,3.34
_01208_,3.34
_01221_,3.34
_01236_,3.34
_01244_,3.34
_01272_,3.34
_01299_,3.34
_01338_,3.34
_01354_,3.34
_01430_,3.34
_01446_,3.34
_01508_,3.34
_00686_,3.32
_00786_,3.32
_00980_,3.32
_01072_,3.32
_01141_,3.32
_01163_,3.32
_01291_,3.32
_03602_,3.32
net319,3.32
net324,3.32
net331,3.32
net438,3.32
net451,3.32
net453,3.32
net500,3.32
net568,3.32
net593,3.32
net634,3.32
net716,3.32
net744,3.32
net815,3.32
net864,3.32
net891,3.32
net916,3.32
net1093,3.32
net1126,3.32
net1330,3.32
net1351,3.32
_00043_,3.3
_03276_,3.3
_03688_,3.3
net488,3.3
net1059,3.3
_00685_,3.295
_00111_,3.245
_00282_,3.245
_00381_,3.245
_00402_,3.245
_00409_,3.245
_00529_,3.245
_00547_,3.245
_00562_,3.245
_00770_,3.245
_01074_,3.245
_01132_,3.245
_01273_,3.245
_01376_,3.245
_00457_,3.225
_01216_,3.225
_01760_,3.22
_01785_,3.22
_03179_,3.22
_03469_,3.22
_05281_,3.22
_05454_,3.22
MEM_WB_IR\[12\],3.2
_03227_,3.2
_04595_,3.2
_05200_,3.2
net956,3.2
net1209,3.2
_03562_,3.195
_05306_,3.19
_04904_,3.18
_00064_,3.175
_00141_,3.175
_00142_,3.175
_00255_,3.175
_01093_,3.175
_01094_,3.175
_01098_,3.175
_01329_,3.175
_00560_,3.145
_00859_,3.145
_00860_,3.145
_00875_,3.145
_00993_,3.145
_01301_,3.145
_00651_,3.125
_05178_,3.11
_03113_,3.1
_03188_,3.1
_03263_,3.1
_03375_,3.1
_03632_,3.1
_05245_,3.1
_05385_,3.1
_05710_,3.1
_05743_,3.1
_05885_,3.1
EX_MEM_ALUOUT\[13\],3.08
IF_ID_IR\[14\],3.08
IF_ID_NPC\[6\],3.08
_02277_,3.08
_02283_,3.08
_02358_,3.08
_02410_,3.08
_02474_,3.08
_02513_,3.08
_02574_,3.08
_02745_,3.08
_02758_,3.08
_02765_,3.08
_03096_,3.08
_03296_,3.08
_03326_,3.08
_03440_,3.08
_03578_,3.08
_03735_,3.08
_04408_,3.08
_04969_,3.08
_05011_,3.08
_05104_,3.08
_05326_,3.08
_05513_,3.08
_06011_,3.08
net1005,3.08
_02697_,3.06
_00433_,3.055
_00478_,3.055
_01224_,3.055
_00182_,3.045
_00368_,3.045
_00531_,3.045
_00540_,3.045
_00766_,3.045
_00796_,3.045
_00834_,3.045
_00846_,3.045
_01185_,3.045
_00053_,3.01
_00299_,3.005
_00369_,3.005
_00388_,3.005
_00586_,3.005
_00868_,3.005
_00891_,3.005
_00971_,3.005
_00986_,3.005
_01144_,3.005
_01233_,3.005
_01420_,3.005
_01501_,3.005
_01529_,3.005
_01549_,3.005
_01040_,3
_00202_,2.98
_00348_,2.98
_00577_,2.98
_00869_,2.98
_00949_,2.98
_01104_,2.98
_01330_,2.98
_01933_,2.98
_02006_,2.98
_02082_,2.98
_02086_,2.98
_02089_,2.98
_02481_,2.98
_02794_,2.98
_02862_,2.98
_02982_,2.98
_03044_,2.98
_03738_,2.98
_03783_,2.98
_03789_,2.98
_03797_,2.98
_03814_,2.98
_03950_,2.98
_03955_,2.98
_03997_,2.98
_04117_,2.98
_04159_,2.98
_04216_,2.98
_04301_,2.98
_04302_,2.98
_04369_,2.98
_05320_,2.98
_05536_,2.98
_01189_,2.96
_01965_,2.96
_02440_,2.96
_02532_,2.96
_02535_,2.96
_02568_,2.96
_02594_,2.96
_02850_,2.96
_02922_,2.96
_02939_,2.96
_02943_,2.96
_03063_,2.96
_03084_,2.96
_03122_,2.96
_03126_,2.96
_03218_,2.96
_03249_,2.96
_03532_,2.96
_03548_,2.96
_03644_,2.96
_03710_,2.96
_03731_,2.96
_03964_,2.96
_03973_,2.96
_03975_,2.96
_04043_,2.96
_04131_,2.96
_04164_,2.96
net1071,2.96
_00073_,2.945
_00100_,2.945
_00138_,2.945
_00140_,2.945
_00144_,2.945
_00150_,2.945
_00206_,2.945
_00214_,2.945
_00269_,2.945
_00271_,2.945
_00272_,2.945
_00285_,2.945
_00286_,2.945
_00311_,2.945
_00357_,2.945
_00387_,2.945
_00407_,2.945
_00426_,2.945
_00429_,2.945
_00432_,2.945
_00437_,2.945
_00438_,2.945
_00475_,2.945
_00498_,2.945
_00513_,2.945
_00550_,2.945
_00572_,2.945
_00592_,2.945
_00593_,2.945
_00595_,2.945
_00601_,2.945
_00611_,2.945
_00614_,2.945
_00620_,2.945
_00621_,2.945
_00629_,2.945
_00701_,2.945
_00706_,2.945
_00769_,2.945
_00830_,2.945
_00831_,2.945
_00839_,2.945
_00849_,2.945
_00858_,2.945
_00865_,2.945
_00870_,2.945
_00871_,2.945
_00872_,2.945
_00878_,2.945
_00879_,2.945
_00918_,2.945
_00920_,2.945
_00965_,2.945
_01100_,2.945
_01109_,2.945
_01118_,2.945
_01126_,2.945
_01179_,2.945
_01186_,2.945
_01195_,2.945
_01200_,2.945
_01217_,2.945
_01286_,2.945
_01312_,2.945
_01317_,2.945
_01325_,2.945
_01331_,2.945
_01333_,2.945
_01339_,2.945
_01358_,2.945
_01359_,2.945
_01362_,2.945
_01383_,2.945
_01394_,2.945
_01408_,2.945
_01419_,2.945
_01427_,2.945
_01435_,2.945
_01442_,2.945
_01458_,2.945
_01481_,2.945
_01489_,2.945
_01506_,2.945
_01517_,2.945
_01543_,2.945
_01548_,2.945
_00038_,2.89
_00045_,2.89
_00378_,2.885
_00652_,2.885
_00732_,2.885
_00750_,2.885
_01150_,2.885
_01204_,2.885
_01493_,2.885
_00164_,2.86
_00196_,2.86
_00482_,2.86
_00748_,2.86
_01008_,2.86
_01089_,2.86
_01314_,2.86
_02843_,2.86
_03254_,2.86
_05247_,2.86
_05452_,2.86
net294,2.86
net502,2.86
net667,2.86
net715,2.86
net720,2.86
net723,2.86
net773,2.86
net836,2.86
net847,2.86
net873,2.86
net910,2.86
net925,2.86
net927,2.86
net928,2.86
net967,2.86
net991,2.86
net992,2.86
net1014,2.86
net1017,2.86
net1034,2.86
net1132,2.86
net1153,2.86
net1157,2.86
net1185,2.86
net1187,2.86
net1314,2.86
net1322,2.86
net1334,2.86
net1348,2.86
net1353,2.86
net1361,2.86
net1442,2.86
net1507,2.86
_00039_,2.84
_00040_,2.84
_00048_,2.84
_02061_,2.84
_04734_,2.84
_00268_,2.835
_00305_,2.835
_01143_,2.835
_05595_,2.82
_00067_,2.785
_00253_,2.785
_00273_,2.785
_00359_,2.785
_00451_,2.785
_00488_,2.785
_00570_,2.785
_00578_,2.785
_00588_,2.785
_00618_,2.785
_00632_,2.785
_00697_,2.785
_00809_,2.785
_00814_,2.785
_00882_,2.785
_00883_,2.785
_00922_,2.785
_00982_,2.785
_00983_,2.785
_00985_,2.785
_01209_,2.785
_01386_,2.785
_01388_,2.785
_01511_,2.785
_01525_,2.785
_00470_,2.765
_00566_,2.765
_01737_,2.76
_01819_,2.76
_03309_,2.76
_03458_,2.76
_03560_,2.76
_03640_,2.76
_04743_,2.76
_05534_,2.76
_05591_,2.76
net888,2.76
_01570_,2.74
_01787_,2.74
_05262_,2.74
_05476_,2.74
net524,2.74
_05378_,2.72
_00146_,2.715
_00151_,2.715
_00211_,2.715
_00243_,2.715
_00246_,2.715
_00337_,2.715
_00400_,2.715
_00415_,2.715
_00472_,2.715
_00554_,2.715
_00567_,2.715
_00734_,2.715
_00749_,2.715
_00783_,2.715
_00851_,2.715
_00952_,2.715
_01052_,2.715
_01088_,2.715
_01131_,2.715
_01243_,2.715
_01263_,2.715
_05238_,2.68
_00454_,2.665
_05422_,2.66
IF_ID_NPC\[10\],2.64
_03423_,2.64
_05032_,2.64
_05176_,2.64
_05445_,2.64
_05604_,2.64
_05729_,2.64
EX_MEM_ALUOUT\[23\],2.62
IF_ID_NPC\[4\],2.62
_01181_,2.62
_02024_,2.62
_02288_,2.62
_02368_,2.62
_02444_,2.62
_02528_,2.62
_02592_,2.62
_02642_,2.62
_02674_,2.62
_02686_,2.62
_02726_,2.62
_02835_,2.62
_02838_,2.62
_03328_,2.62
_03528_,2.62
_03608_,2.62
_03685_,2.62
_03827_,2.62
_03920_,2.62
_03952_,2.62
_04029_,2.62
_04177_,2.62
_04218_,2.62
_04285_,2.62
_04353_,2.62
_04398_,2.62
_04739_,2.62
_05227_,2.62
_05342_,2.62
_05369_,2.62
_05609_,2.62
_05702_,2.62
_05926_,2.62
_06001_,2.62
_00336_,2.595
_00505_,2.595
_00530_,2.595
_00775_,2.595
_01030_,2.595
_01034_,2.595
_01061_,2.595
_01067_,2.595
_01214_,2.595
_01287_,2.595
_01292_,2.595
_01387_,2.595
_01410_,2.595
_01491_,2.595
_01523_,2.595
_00176_,2.585
_00248_,2.585
_00680_,2.585
_00864_,2.585
_01231_,2.585
_01355_,2.585
_04874_,2.55
_00109_,2.545
_00175_,2.545
_00193_,2.545
_00236_,2.545
_00265_,2.545
_00315_,2.545
_00320_,2.545
_00425_,2.545
_00464_,2.545
_00565_,2.545
_00568_,2.545
_00585_,2.545
_00598_,2.545
_00641_,2.545
_00649_,2.545
_00710_,2.545
_00795_,2.545
_00811_,2.545
_00890_,2.545
_01079_,2.545
_01130_,2.545
_01168_,2.545
_01193_,2.545
_01266_,2.545
_01289_,2.545
_01304_,2.545
_01327_,2.545
_01486_,2.545
_01504_,2.545
_01507_,2.545
_01509_,2.545
_01526_,2.545
_01530_,2.545
_03323_,2.54
_05415_,2.54
_00117_,2.52
_01267_,2.52
_01278_,2.52
_02172_,2.52
_02487_,2.52
_02499_,2.52
_02524_,2.52
_02763_,2.52
_02840_,2.52
_02883_,2.52
_02888_,2.52
_02957_,2.52
_02996_,2.52
_03007_,2.52
_03040_,2.52
_03055_,2.52
_03058_,2.52
_03119_,2.52
_03287_,2.52
_03696_,2.52
_03768_,2.52
_03804_,2.52
_03848_,2.52
_03886_,2.52
_03957_,2.52
_04023_,2.52
_04100_,2.52
_04101_,2.52
_04234_,2.52
_04308_,2.52
_04334_,2.52
_04372_,2.52
_05766_,2.52
_05829_,2.52
_05411_,2.51
EX_MEM_ALUOUT\[12\],2.5
_01190_,2.5
_01741_,2.5
_02033_,2.5
_02131_,2.5
_02342_,2.5
_02878_,2.5
_02893_,2.5
_02927_,2.5
_02929_,2.5
_02944_,2.5
_03027_,2.5
_03105_,2.5
_03148_,2.5
_03430_,2.5
_03624_,2.5
_03683_,2.5
_03704_,2.5
_03829_,2.5
_03830_,2.5
_03914_,2.5
_04035_,2.5
_04070_,2.5
_04107_,2.5
_04179_,2.5
_04195_,2.5
_04203_,2.5
_04253_,2.5
_04669_,2.5
_04950_,2.5
_05108_,2.5
_05187_,2.5
_05246_,2.5
_05249_,2.5
_05337_,2.5
_05376_,2.5
_05394_,2.5
_05616_,2.5
_05632_,2.5
net378,2.5
net424,2.5
net432,2.5
net1128,2.5
net1129,2.5
net1283,2.5
_01194_,2.435
_01346_,2.435
_00044_,2.43
_00046_,2.43
_01249_,2.425
_02640_,2.4
_03272_,2.4
_04860_,2.4
_05171_,2.4
_05946_,2.4
net299,2.4
net413,2.4
net466,2.4
net498,2.4
net538,2.4
net628,2.4
net1139,2.4
net1151,2.4
net1159,2.4
_00034_,2.38
_00037_,2.38
_00056_,2.38
_05932_,2.38
_00751_,2.375
_00753_,2.375
_01068_,2.375
_01134_,2.375
_01140_,2.375
_01151_,2.375
_01170_,2.375
_01352_,2.375
_01412_,2.375
_00081_,2.325
_00126_,2.325
_00169_,2.325
_00170_,2.325
_00283_,2.325
_00343_,2.325
_00353_,2.325
_00419_,2.325
_00421_,2.325
_00608_,2.325
_00821_,2.325
_00881_,2.325
_00959_,2.325
_00974_,2.325
_00992_,2.325
_01095_,2.325
_01097_,2.325
_01165_,2.325
_01167_,2.325
_01171_,2.325
_01176_,2.325
_01177_,2.325
_01296_,2.325
_01372_,2.325
_01426_,2.325
_01452_,2.325
_01500_,2.325
_06009_,2.325
_03133_,2.3
_03415_,2.3
_03488_,2.3
_03522_,2.3
_04736_,2.3
_04755_,2.3
_05013_,2.3
_05251_,2.3
_05292_,2.3
_05426_,2.3
_05511_,2.3
_05631_,2.3
net447,2.3
net572,2.28
_02914_,2.275
_04772_,2.27
_00862_,2.26
_00089_,2.255
_00114_,2.255
_00226_,2.255
_00238_,2.255
_00727_,2.255
_01056_,2.255
_01169_,2.255
_01173_,2.255
_01215_,2.255
_01260_,2.255
_01365_,2.255
_01409_,2.255
_01417_,2.255
_01464_,2.255
IF_ID_IR\[13\],2.18
_01769_,2.18
_01808_,2.18
_03162_,2.18
_03256_,2.18
_03349_,2.18
_03530_,2.18
_03610_,2.18
_03658_,2.18
_04731_,2.18
_05472_,2.18
_05635_,2.18
_05809_,2.18
_05828_,2.18
_01578_,2.16
_01734_,2.16
_01784_,2.16
_02038_,2.16
_02124_,2.16
_02242_,2.16
_02333_,2.16
_02403_,2.16
_02454_,2.16
_02552_,2.16
_02667_,2.16
_02831_,2.16
_02844_,2.16
_02895_,2.16
_02965_,2.16
_03035_,2.16
_03351_,2.16
_03387_,2.16
_03421_,2.16
_03512_,2.16
_03726_,2.16
_03876_,2.16
_03883_,2.16
_03918_,2.16
_03976_,2.16
_04019_,2.16
_04057_,2.16
_04085_,2.16
_04199_,2.16
_04205_,2.16
_04268_,2.16
_04400_,2.16
_04742_,2.16
_04745_,2.16
_04748_,2.16
_05003_,2.16
_05153_,2.16
_05322_,2.16
_05525_,2.16
_05667_,2.16
_05711_,2.16
_05732_,2.16
_05741_,2.16
_05830_,2.16
_05859_,2.16
net363,2.16
net907,2.16
_00072_,2.125
_00332_,2.125
_00444_,2.125
_01022_,2.125
_01038_,2.125
_01076_,2.125
_01197_,2.125
_01242_,2.125
_01297_,2.125
_01382_,2.125
_01444_,2.125
_02312_,2.1
_00092_,2.085
_00124_,2.085
_00481_,2.085
_00489_,2.085
_00590_,2.085
_00636_,2.085
_00688_,2.085
_00715_,2.085
_00836_,2.085
_00892_,2.085
_00924_,2.085
_00926_,2.085
_01020_,2.085
_01042_,2.085
_01044_,2.085
_01075_,2.085
_01077_,2.085
_01128_,2.085
_01138_,2.085
_01184_,2.085
_01303_,2.085
_01379_,2.085
_01395_,2.085
_01447_,2.085
_00947_,2.06
_01850_,2.06
_02189_,2.06
_02334_,2.06
_02380_,2.06
_02408_,2.06
_02479_,2.06
_02509_,2.06
_02560_,2.06
_02952_,2.06
_02994_,2.06
_03730_,2.06
_03782_,2.06
_03802_,2.06
_03815_,2.06
_03896_,2.06
_03974_,2.06
_04021_,2.06
_04124_,2.06
_04127_,2.06
_04223_,2.06
_04343_,2.06
_04386_,2.06
_05280_,2.06
_05807_,2.06
_02235_,2.04
_02252_,2.04
_02695_,2.04
_02705_,2.04
_02761_,2.04
_02769_,2.04
_02902_,2.04
_03183_,2.04
_03425_,2.04
_03449_,2.04
_03556_,2.04
_03667_,2.04
_03822_,2.04
_03875_,2.04
_03908_,2.04
_03995_,2.04
_04005_,2.04
_04080_,2.04
_04227_,2.04
_04232_,2.04
_04233_,2.04
_04678_,2.04
_05029_,2.04
_05209_,2.04
_05298_,2.04
_05738_,2.04
_05742_,2.04
_05751_,2.04
_05940_,2.04
_01175_,2.035
_02967_,1.94
_03139_,1.94
_04906_,1.94
net504,1.94
net551,1.94
net664,1.94
net706,1.94
net954,1.94
net965,1.94
net1498,1.94
net1532,1.94
_00174_,1.915
_00288_,1.915
_00477_,1.915
_00741_,1.915
_01055_,1.915
_01238_,1.915
_01259_,1.915
_01340_,1.915
_00065_,1.865
_00103_,1.865
_00110_,1.865
_00116_,1.865
_00125_,1.865
_00130_,1.865
_00136_,1.865
_00218_,1.865
_00242_,1.865
_00251_,1.865
_00259_,1.865
_00316_,1.865
_00319_,1.865
_00330_,1.865
_00414_,1.865
_00422_,1.865
_00431_,1.865
_00516_,1.865
_00520_,1.865
_00543_,1.865
_00574_,1.865
_00728_,1.865
_00824_,1.865
_00825_,1.865
_00895_,1.865
_00912_,1.865
_00958_,1.865
_00978_,1.865
_00994_,1.865
_00999_,1.865
_01001_,1.865
_01007_,1.865
_01009_,1.865
_01019_,1.865
_01090_,1.865
_01103_,1.865
_01105_,1.865
_01120_,1.865
_01129_,1.865
_01135_,1.865
_01245_,1.865
_01247_,1.865
_01252_,1.865
_01268_,1.865
_01276_,1.865
_01321_,1.865
_01323_,1.865
_01370_,1.865
_01413_,1.865
_01421_,1.865
_01428_,1.865
_01450_,1.865
_01474_,1.865
_01485_,1.865
_01492_,1.865
_01505_,1.865
_01513_,1.865
_01779_,1.84
_01842_,1.84
_05079_,1.84
_05482_,1.84
_05636_,1.84
_05688_,1.84
_05822_,1.84
_00049_,1.82
_00052_,1.82
_00054_,1.82
_03244_,1.82
_03394_,1.82
_03413_,1.82
_03584_,1.82
_03616_,1.82
_05846_,1.82
_05882_,1.82
_00036_,1.75
_00230_,1.745
IF_ID_NPC\[26\],1.72
IF_ID_NPC\[29\],1.72
IF_ID_NPC\[5\],1.72
_01796_,1.72
_04528_,1.72
_04764_,1.72
_05717_,1.72
_05895_,1.72
IF_ID_NPC\[14\],1.7
IF_ID_NPC\[18\],1.7
_01758_,1.7
_01772_,1.7
_01856_,1.7
_01875_,1.7
_02002_,1.7
_02508_,1.7
_02700_,1.7
_02887_,1.7
_03154_,1.7
_03159_,1.7
_03495_,1.7
_03516_,1.7
_03723_,1.7
_03856_,1.7
_04015_,1.7
_04051_,1.7
_04209_,1.7
_04765_,1.7
_05189_,1.7
_05321_,1.7
_05373_,1.7
_05391_,1.7
_05416_,1.7
_05775_,1.7
_05934_,1.7
IF_ID_NPC\[16\],1.6
_02055_,1.6
_02162_,1.6
_02175_,1.6
_02180_,1.6
_02231_,1.6
_02316_,1.6
_02427_,1.6
_02428_,1.6
_02462_,1.6
_02495_,1.6
_02503_,1.6
_02515_,1.6
_02527_,1.6
_02542_,1.6
_02547_,1.6
_02557_,1.6
_02624_,1.6
_02632_,1.6
_02680_,1.6
_02792_,1.6
_02847_,1.6
_02931_,1.6
_03564_,1.6
_03721_,1.6
_03764_,1.6
_03788_,1.6
_03790_,1.6
_03801_,1.6
_03835_,1.6
_03880_,1.6
_03894_,1.6
_03897_,1.6
_03902_,1.6
_03925_,1.6
_03927_,1.6
_03953_,1.6
_03954_,1.6
_04138_,1.6
_04173_,1.6
_04181_,1.6
_04238_,1.6
_04305_,1.6
_04416_,1.6
_04421_,1.6
_05102_,1.6
_05182_,1.6
_05370_,1.6
_05747_,1.6
_00145_,1.575
_00190_,1.575
_00232_,1.575
_00252_,1.575
_00277_,1.575
_00589_,1.575
_00838_,1.575
_00845_,1.575
_01058_,1.575
_01210_,1.575
_01318_,1.575
_01347_,1.575
_01356_,1.575
_01385_,1.575
_01453_,1.575
_02762_,1.48
_03346_,1.48
_03656_,1.48
_03870_,1.48
_04185_,1.48
_04762_,1.48
_05113_,1.48
_05435_,1.48
net367,1.48
net479,1.48
net575,1.48
net632,1.48
net939,1.48
net1009,1.48
net1079,1.48
_00842_,1.46
_00938_,1.46
_01045_,1.46
_01101_,1.46
_00102_,1.405
_00162_,1.405
_00215_,1.405
_00237_,1.405
_00317_,1.405
_00474_,1.405
_00576_,1.405
_00604_,1.405
_00682_,1.405
_00698_,1.405
_00935_,1.405
_01031_,1.405
_01062_,1.405
_01125_,1.405
_01257_,1.405
_01285_,1.405
_01310_,1.405
_01313_,1.405
_01315_,1.405
_01364_,1.405
_01415_,1.405
_01416_,1.405
_01441_,1.405
_01457_,1.405
_04722_,1.38
_04727_,1.38
_04882_,1.38
_05569_,1.38
_00041_,1.36
_00050_,1.36
_03169_,1.36
net368,1.36
ID_EX_IR\[8\],1.26
IF_ID_NPC\[15\],1.26
IF_ID_NPC\[25\],1.26
_03620_,1.26
_04436_,1.26
_05586_,1.26
_01568_,1.14
_01923_,1.14
_02164_,1.14
_02173_,1.14
_02179_,1.14
_02202_,1.14
_02204_,1.14
_02210_,1.14
_02214_,1.14
_02221_,1.14
_02250_,1.14
_02254_,1.14
_02262_,1.14
_02270_,1.14
_02280_,1.14
_02294_,1.14
_02297_,1.14
_02305_,1.14
_02307_,1.14
_02322_,1.14
_02324_,1.14
_02335_,1.14
_02337_,1.14
_02344_,1.14
_02345_,1.14
_02348_,1.14
_02351_,1.14
_02357_,1.14
_02359_,1.14
_02360_,1.14
_02364_,1.14
_02365_,1.14
_02374_,1.14
_02433_,1.14
_02442_,1.14
_02447_,1.14
_02472_,1.14
_02519_,1.14
_02529_,1.14
_02536_,1.14
_02544_,1.14
_02549_,1.14
_02553_,1.14
_02556_,1.14
_02566_,1.14
_02579_,1.14
_02581_,1.14
_02582_,1.14
_02611_,1.14
_02663_,1.14
_02704_,1.14
_02716_,1.14
_02736_,1.14
_02753_,1.14
_02776_,1.14
_02793_,1.14
_02858_,1.14
_02861_,1.14
_02872_,1.14
_02879_,1.14
_02882_,1.14
_02892_,1.14
_02920_,1.14
_02934_,1.14
_02935_,1.14
_02942_,1.14
_02958_,1.14
_02959_,1.14
_02960_,1.14
_02970_,1.14
_02978_,1.14
_02992_,1.14
_03003_,1.14
_03012_,1.14
_03014_,1.14
_03015_,1.14
_03022_,1.14
_03024_,1.14
_03029_,1.14
_03062_,1.14
_03066_,1.14
_03389_,1.14
_03669_,1.14
_03675_,1.14
_03676_,1.14
_03679_,1.14
_03682_,1.14
_03686_,1.14
_03692_,1.14
_03694_,1.14
_03701_,1.14
_03708_,1.14
_03711_,1.14
_03716_,1.14
_03722_,1.14
_03743_,1.14
_03750_,1.14
_03751_,1.14
_03780_,1.14
_03785_,1.14
_03796_,1.14
_03799_,1.14
_03812_,1.14
_03816_,1.14
_03833_,1.14
_03846_,1.14
_03847_,1.14
_03854_,1.14
_03865_,1.14
_03867_,1.14
_03872_,1.14
_03881_,1.14
_03895_,1.14
_03905_,1.14
_03909_,1.14
_03915_,1.14
_03922_,1.14
_03937_,1.14
_03940_,1.14
_03946_,1.14
_03959_,1.14
_03977_,1.14
_04017_,1.14
_04037_,1.14
_04041_,1.14
_04047_,1.14
_04084_,1.14
_04102_,1.14
_04119_,1.14
_04126_,1.14
_04129_,1.14
_04151_,1.14
_04170_,1.14
_04175_,1.14
_04182_,1.14
_04188_,1.14
_04191_,1.14
_04193_,1.14
_04211_,1.14
_04263_,1.14
_04266_,1.14
_04270_,1.14
_04273_,1.14
_04287_,1.14
_04303_,1.14
_04306_,1.14
_04310_,1.14
_04314_,1.14
_04315_,1.14
_04345_,1.14
_04347_,1.14
_04349_,1.14
_04351_,1.14
_04362_,1.14
_04368_,1.14
_04405_,1.14
_04406_,1.14
_04412_,1.14
_04418_,1.14
_04424_,1.14
_04773_,1.14
_05698_,1.14
_03290_,1.02
_03554_,1.02
net561,1.02
net794,1.02
net1459,1.02
_04886_,0.92
_05004_,0.92
_05286_,0.92
_05622_,0.92
EX_MEM_ALUOUT\[10\],0.8
ID_EX_IR\[10\],0.8
IF_ID_IR\[12\],0.8
IF_ID_NPC\[13\],0.8
IF_ID_NPC\[17\],0.8
IF_ID_NPC\[27\],0.8
_04428_,0.46
_04636_,0.46
_05948_,0.46
net1533,0.46
net1539,0.46
